year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2013,G,Retail Trade,d_10-19,Total income,5731.0,DOLLARS(millions)
2013,G,Retail Trade,d_10-19,Total expenditure,5650.0,DOLLARS(millions)
2013,G,Retail Trade,d_10-19,Operating profit before tax,115.0,DOLLARS(millions)
2013,G,Retail Trade,d_10-19,Total assets,1785.0,DOLLARS(millions)
2013,G,Retail Trade,d_10-19,Fixed tangible assets,256.0,DOLLARS(millions)
2013,G,Retail Trade,e_20-49,Activity unit,600.0,COUNT
2013,G,Retail Trade,e_20-49,Salaries and wages paid,579.0,DOLLARS(millions)
2013,G,Retail Trade,e_20-49,"Sales, government funding, grants and subsidies",5355.0,DOLLARS(millions)
2013,G,Retail Trade,e_20-49,Total income,5380.0,DOLLARS(millions)
2013,G,Retail Trade,e_20-49,Total expenditure,5351.0,DOLLARS(millions)
2013,G,Retail Trade,e_20-49,Operating profit before tax,110.0,DOLLARS(millions)
2013,G,Retail Trade,e_20-49,Total assets,1685.0,DOLLARS(millions)
2013,G,Retail Trade,e_20-49,Fixed tangible assets,304.0,DOLLARS(millions)
2013,G,Retail Trade,f_50-99,Activity unit,207.0,COUNT
2013,G,Retail Trade,f_50-99,Salaries and wages paid,497.0,DOLLARS(millions)
2013,G,Retail Trade,f_50-99,"Sales, government funding, grants and subsidies",5081.0,DOLLARS(millions)
2013,G,Retail Trade,f_50-99,Total income,5099.0,DOLLARS(millions)
2013,G,Retail Trade,f_50-99,Total expenditure,5079.0,DOLLARS(millions)
2013,G,Retail Trade,f_50-99,Operating profit before tax,72.0,DOLLARS(millions)
2013,G,Retail Trade,f_50-99,Total assets,1296.0,DOLLARS(millions)
2013,G,Retail Trade,f_50-99,Fixed tangible assets,230.0,DOLLARS(millions)
2013,G,Retail Trade,g_100-199,Activity unit,162.0,COUNT
2013,G,Retail Trade,g_100-199,Salaries and wages paid,668.0,DOLLARS(millions)
2013,G,Retail Trade,g_100-199,"Sales, government funding, grants and subsidies",6631.0,DOLLARS(millions)
2013,G,Retail Trade,g_100-199,Total income,6680.0,DOLLARS(millions)
2013,G,Retail Trade,g_100-199,Total expenditure,6519.0,DOLLARS(millions)
2013,G,Retail Trade,g_100-199,Operating profit before tax,210.0,DOLLARS(millions)
2013,G,Retail Trade,g_100-199,Total assets,2024.0,DOLLARS(millions)
2013,G,Retail Trade,g_100-199,Fixed tangible assets,441.0,DOLLARS(millions)
2013,G,Retail Trade,h_200+,Activity unit,120.0,COUNT
2013,G,Retail Trade,h_200+,Salaries and wages paid,2447.0,DOLLARS(millions)
2013,G,Retail Trade,h_200+,Operating profit before tax,976.0,DOLLARS(millions)
2013,G,Retail Trade,h_200+,Total assets,8912.0,DOLLARS(millions)
2013,G,Retail Trade,h_200+,Fixed tangible assets,2199.0,DOLLARS(millions)
2013,G,Retail Trade,i_Industry_Total,Salaries and wages paid,6286.0,DOLLARS(millions)
2013,G,Retail Trade,i_Industry_Total,Operating profit before tax,2104.0,DOLLARS(millions)
2013,G,Retail Trade,i_Industry_Total,Fixed tangible assets,5003.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,a_0,Activity unit,5205.0,COUNT
2013,H,Accommodation and Food Services,a_0,Rolling mean employees,0.0,COUNT
2013,H,Accommodation and Food Services,a_0,Salaries and wages paid,73.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,a_0,"Sales, government funding, grants and subsidies",637.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,a_0,Total income,667.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,a_0,Total expenditure,618.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,a_0,Operating profit before tax,35.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,a_0,Total assets,1863.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,a_0,Fixed tangible assets,1407.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,b_1-5,Activity unit,7638.0,COUNT
2013,H,Accommodation and Food Services,b_1-5,Salaries and wages paid,388.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,b_1-5,"Sales, government funding, grants and subsidies",1876.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,b_1-5,Total income,1925.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,b_1-5,Total expenditure,1837.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,b_1-5,Operating profit before tax,59.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,b_1-5,Total assets,2091.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,b_1-5,Fixed tangible assets,1235.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,c_6-9,Activity unit,2373.0,COUNT
2013,H,Accommodation and Food Services,c_6-9,Salaries and wages paid,350.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,c_6-9,"Sales, government funding, grants and subsidies",1180.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,c_6-9,Total income,1200.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,c_6-9,Total expenditure,1180.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,c_6-9,Operating profit before tax,12.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,c_6-9,Total assets,952.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,c_6-9,Fixed tangible assets,476.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,d_10-19,Activity unit,2139.0,COUNT
2013,H,Accommodation and Food Services,d_10-19,Salaries and wages paid,606.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,d_10-19,"Sales, government funding, grants and subsidies",1886.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,d_10-19,Total income,1927.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,d_10-19,Total expenditure,1873.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,d_10-19,Operating profit before tax,33.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,d_10-19,Total assets,1444.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,d_10-19,Fixed tangible assets,875.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,e_20-49,Activity unit,867.0,COUNT
2013,H,Accommodation and Food Services,e_20-49,Salaries and wages paid,559.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,e_20-49,"Sales, government funding, grants and subsidies",1729.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,e_20-49,Total income,1749.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,e_20-49,Total expenditure,1660.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,e_20-49,Operating profit before tax,92.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,e_20-49,Total assets,1325.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,e_20-49,Fixed tangible assets,846.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,f_50-99,Activity unit,153.0,COUNT
2013,H,Accommodation and Food Services,f_50-99,Rolling mean employees,10515.0,COUNT
2013,H,Accommodation and Food Services,f_50-99,Salaries and wages paid,240.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,f_50-99,"Sales, government funding, grants and subsidies",787.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,f_50-99,Total income,803.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,f_50-99,Total expenditure,742.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,f_50-99,Operating profit before tax,62.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,f_50-99,Total assets,1116.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,f_50-99,Fixed tangible assets,715.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,g_100-199,Activity unit,63.0,COUNT
2013,H,Accommodation and Food Services,g_100-199,Rolling mean employees,8442.0,COUNT
2013,H,Accommodation and Food Services,g_100-199,Salaries and wages paid,223.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,g_100-199,"Sales, government funding, grants and subsidies",740.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,g_100-199,Total income,758.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,g_100-199,Total expenditure,693.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,g_100-199,Operating profit before tax,83.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,g_100-199,Total assets,1251.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,g_100-199,Fixed tangible assets,839.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,h_200+,Activity unit,27.0,COUNT
2013,H,Accommodation and Food Services,h_200+,Salaries and wages paid,454.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,h_200+,"Sales, government funding, grants and subsidies",1558.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,h_200+,Total income,1595.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,h_200+,Total expenditure,1439.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,h_200+,Operating profit before tax,146.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,h_200+,Total assets,1909.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,h_200+,Fixed tangible assets,1085.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,i_Industry_Total,Salaries and wages paid,2892.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,i_Industry_Total,"Sales, government funding, grants and subsidies",10393.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,i_Industry_Total,Total income,10624.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,i_Industry_Total,Total expenditure,10043.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,i_Industry_Total,Operating profit before tax,523.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,i_Industry_Total,Total assets,11951.0,DOLLARS(millions)
2013,H,Accommodation and Food Services,i_Industry_Total,Fixed tangible assets,7477.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",a_0,Activity unit,9081.0,COUNT
2013,I,"Transport, Postal and Warehousing",a_0,Rolling mean employees,0.0,COUNT
2013,I,"Transport, Postal and Warehousing",a_0,Salaries and wages paid,106.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",a_0,"Sales, government funding, grants and subsidies",1200.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",a_0,Total income,1224.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",a_0,Total expenditure,1015.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",a_0,Operating profit before tax,213.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",a_0,Total assets,2026.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",a_0,Fixed tangible assets,1064.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",b_1-5,Activity unit,3675.0,COUNT
2013,I,"Transport, Postal and Warehousing",b_1-5,Rolling mean employees,6990.0,COUNT
2013,I,"Transport, Postal and Warehousing",b_1-5,Salaries and wages paid,346.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",b_1-5,"Sales, government funding, grants and subsidies",1457.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",b_1-5,Total income,1488.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",b_1-5,Total expenditure,1375.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",b_1-5,Operating profit before tax,103.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",b_1-5,Total assets,1396.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",b_1-5,Fixed tangible assets,682.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",c_6-9,Activity unit,633.0,COUNT
2013,I,"Transport, Postal and Warehousing",c_6-9,Rolling mean employees,4353.0,COUNT
2013,I,"Transport, Postal and Warehousing",c_6-9,Salaries and wages paid,187.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",c_6-9,"Sales, government funding, grants and subsidies",775.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",c_6-9,Total income,784.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",c_6-9,Total expenditure,724.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",c_6-9,Operating profit before tax,58.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",c_6-9,Total assets,658.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",c_6-9,Fixed tangible assets,324.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",d_10-19,Activity unit,576.0,COUNT
2013,I,"Transport, Postal and Warehousing",d_10-19,Rolling mean employees,7278.0,COUNT
2013,I,"Transport, Postal and Warehousing",d_10-19,Salaries and wages paid,334.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",d_10-19,"Sales, government funding, grants and subsidies",1173.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",d_10-19,Total income,1195.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",d_10-19,Total expenditure,1196.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",d_10-19,Operating profit before tax,3.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",d_10-19,Total assets,1091.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",d_10-19,Fixed tangible assets,581.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",e_20-49,Activity unit,300.0,COUNT
2013,I,"Transport, Postal and Warehousing",e_20-49,Rolling mean employees,8703.0,COUNT
2013,I,"Transport, Postal and Warehousing",e_20-49,Salaries and wages paid,462.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",e_20-49,"Sales, government funding, grants and subsidies",1954.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",e_20-49,Total income,1981.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",e_20-49,Total expenditure,1822.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",e_20-49,Operating profit before tax,156.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",e_20-49,Total assets,2061.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",e_20-49,Fixed tangible assets,1138.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",f_50-99,Activity unit,111.0,COUNT
2013,I,"Transport, Postal and Warehousing",f_50-99,Rolling mean employees,7845.0,COUNT
2013,I,"Transport, Postal and Warehousing",f_50-99,Salaries and wages paid,417.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",f_50-99,"Sales, government funding, grants and subsidies",1500.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",f_50-99,Total income,1544.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",f_50-99,Total expenditure,1433.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",f_50-99,Operating profit before tax,132.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",f_50-99,Total assets,2319.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",f_50-99,Fixed tangible assets,1504.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",g_100-199,Activity unit,60.0,COUNT
2013,I,"Transport, Postal and Warehousing",g_100-199,Rolling mean employees,7992.0,COUNT
2013,I,"Transport, Postal and Warehousing",g_100-199,Salaries and wages paid,441.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",g_100-199,"Sales, government funding, grants and subsidies",1880.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",g_100-199,Total income,1972.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",g_100-199,Total expenditure,1656.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",g_100-199,Operating profit before tax,270.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",g_100-199,Total assets,3081.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",g_100-199,Fixed tangible assets,2192.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",h_200+,Activity unit,60.0,COUNT
2013,I,"Transport, Postal and Warehousing",h_200+,Salaries and wages paid,2692.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",h_200+,"Sales, government funding, grants and subsidies",10607.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",h_200+,Total income,11259.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",h_200+,Total expenditure,10509.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",h_200+,Operating profit before tax,1079.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",h_200+,Fixed tangible assets,12636.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",i_Industry_Total,Salaries and wages paid,4987.0,DOLLARS(millions)
2013,I,"Transport, Postal and Warehousing",i_Industry_Total,Operating profit before tax,2015.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,a_0,Activity unit,3708.0,COUNT
2013,J,Information Media and Telecommunications,a_0,Rolling mean employees,0.0,COUNT
2013,J,Information Media and Telecommunications,a_0,Salaries and wages paid,83.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,a_0,"Sales, government funding, grants and subsidies",1642.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,a_0,Total income,1755.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,a_0,Total expenditure,1222.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,a_0,Operating profit before tax,486.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,a_0,Fixed tangible assets,621.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,b_1-5,Activity unit,1062.0,COUNT
2013,J,Information Media and Telecommunications,b_1-5,Rolling mean employees,1932.0,COUNT
2013,J,Information Media and Telecommunications,b_1-5,Salaries and wages paid,157.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,b_1-5,"Sales, government funding, grants and subsidies",744.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,b_1-5,Total income,756.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,b_1-5,Total expenditure,684.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,b_1-5,Operating profit before tax,73.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,b_1-5,Total assets,431.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,b_1-5,Fixed tangible assets,148.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,c_6-9,Activity unit,135.0,COUNT
2013,J,Information Media and Telecommunications,c_6-9,Rolling mean employees,960.0,COUNT
2013,J,Information Media and Telecommunications,c_6-9,Salaries and wages paid,52.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,c_6-9,"Sales, government funding, grants and subsidies",419.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,c_6-9,Total income,435.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,c_6-9,Total expenditure,417.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,c_6-9,Operating profit before tax,9.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,c_6-9,Total assets,270.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,c_6-9,Fixed tangible assets,40.0,DOLLARS(millions)
2013,J,Information Media and Telecommunications,d_10-19,Activity unit,99.0,COUNT
2013,J,Information Media and Telecommunications,d_10-19,Rolling mean employees,1338.0,COUNT
